1610124702.614805;Aggregator started
1610124736.714400;m3-80;Data received on port 1234 from port 1234 with length 10
1610124737.714664;m3-88;Sending broadcast
1610124737.724231;m3-80;Data received on port 1234 from port 1234 with length 10
1610124737.730177;m3-84;Data received on port 1234 from port 1234 with length 10
1610124737.732306;m3-86;Data received on port 1234 from port 1234 with length 10
1610124737.732681;m3-87;Data received on port 1234 from port 1234 with length 10
1610124737.734415;m3-90;Data received on port 1234 from port 1234 with length 10
1610124737.739822;m3-81;Data received on port 1234 from port 1234 with length 10
1610124737.747244;m3-83;Data received on port 1234 from port 1234 with length 10
1610124737.752108;m3-89;Data received on port 1234 from port 1234 with length 10
1610124739.699168;m3-81;Sending broadcast
1610124739.706460;m3-85;Data received on port 1234 from port 1234 with length 10
1610124739.706774;m3-80;Data received on port 1234 from port 1234 with length 10
1610124739.707409;m3-84;Data received on port 1234 from port 1234 with length 10
1610124739.708718;m3-90;Data received on port 1234 from port 1234 with length 10
1610124739.709489;m3-87;Data received on port 1234 from port 1234 with length 10
1610124739.715471;m3-88;Data received on port 1234 from port 1234 with length 10
1610124739.727851;m3-89;Data received on port 1234 from port 1234 with length 10
1610124740.836421;m3-85;Sending broadcast
1610124740.906183;m3-86;Data received on port 1234 from port 1234 with length 10
1610124740.906607;m3-84;Data received on port 1234 from port 1234 with length 10
1610124740.906813;m3-81;Data received on port 1234 from port 1234 with length 10
1610124740.907068;m3-88;Data received on port 1234 from port 1234 with length 10
1610124740.907314;m3-83;Data received on port 1234 from port 1234 with length 10
1610124740.913290;m3-87;Data received on port 1234 from port 1234 with length 10
1610124740.913699;m3-89;Data received on port 1234 from port 1234 with length 10
1610124740.914118;m3-90;Data received on port 1234 from port 1234 with length 10
1610124740.914313;m3-80;Data received on port 1234 from port 1234 with length 10
1610124740.936409;m3-82;Data received on port 1234 from port 1234 with length 10
1610124741.451064;m3-80;Sending broadcast
1610124741.541359;m3-81;Data received on port 1234 from port 1234 with length 10
1610124741.541798;m3-87;Data received on port 1234 from port 1234 with length 10
1610124741.544417;m3-82;Data received on port 1234 from port 1234 with length 10
1610124741.548906;m3-85;Data received on port 1234 from port 1234 with length 10
1610124741.549215;m3-83;Data received on port 1234 from port 1234 with length 10
1610124741.549516;m3-88;Data received on port 1234 from port 1234 with length 10
1610124741.555670;m3-89;Data received on port 1234 from port 1234 with length 10
1610124741.556400;m3-84;Data received on port 1234 from port 1234 with length 10
1610124741.570903;m3-86;Data received on port 1234 from port 1234 with length 10
1610124742.195982;m3-89;Sending broadcast
1610124742.206126;m3-86;Data received on port 1234 from port 1234 with length 10
1610124742.206765;m3-88;Data received on port 1234 from port 1234 with length 10
1610124742.207059;m3-82;Data received on port 1234 from port 1234 with length 10
1610124742.207316;m3-87;Data received on port 1234 from port 1234 with length 10
1610124742.214187;m3-84;Data received on port 1234 from port 1234 with length 10
1610124742.214538;m3-81;Data received on port 1234 from port 1234 with length 10
1610124742.214738;m3-83;Data received on port 1234 from port 1234 with length 10
1610124745.220195;m3-82;Sending broadcast
1610124745.230994;m3-88;Data received on port 1234 from port 1234 with length 10
1610124745.232935;m3-83;Data received on port 1234 from port 1234 with length 10
1610124745.234690;m3-90;Data received on port 1234 from port 1234 with length 10
1610124745.237950;m3-84;Data received on port 1234 from port 1234 with length 10
1610124745.238322;m3-81;Data received on port 1234 from port 1234 with length 10
1610124745.239154;m3-87;Data received on port 1234 from port 1234 with length 10
1610124745.239352;m3-89;Data received on port 1234 from port 1234 with length 10
1610124745.251035;m3-86;Data received on port 1234 from port 1234 with length 10
1610124745.325948;m3-89;Sending broadcast
1610124745.336888;m3-84;Data received on port 1234 from port 1234 with length 10
1610124745.337181;m3-86;Data received on port 1234 from port 1234 with length 10
1610124745.337377;m3-81;Data received on port 1234 from port 1234 with length 10
1610124745.337633;m3-87;Data received on port 1234 from port 1234 with length 10
1610124745.337848;m3-80;Data received on port 1234 from port 1234 with length 10
1610124745.338109;m3-85;Data received on port 1234 from port 1234 with length 10
1610124745.338560;m3-83;Data received on port 1234 from port 1234 with length 10
1610124745.339805;m3-90;Data received on port 1234 from port 1234 with length 10
1610124745.344792;m3-88;Data received on port 1234 from port 1234 with length 10
1610124745.346028;m3-82;Data received on port 1234 from port 1234 with length 10
1610124746.820718;m3-80;Sending broadcast
1610124746.832189;m3-84;Data received on port 1234 from port 1234 with length 10
1610124746.832498;m3-87;Data received on port 1234 from port 1234 with length 10
1610124746.832795;m3-83;Data received on port 1234 from port 1234 with length 10
1610124746.838496;m3-82;Data received on port 1234 from port 1234 with length 10
1610124746.838866;m3-81;Data received on port 1234 from port 1234 with length 10
1610124746.839068;m3-88;Data received on port 1234 from port 1234 with length 10
1610124746.840229;m3-85;Data received on port 1234 from port 1234 with length 10
1610124746.859672;m3-86;Data received on port 1234 from port 1234 with length 10
1610124746.861864;m3-89;Data received on port 1234 from port 1234 with length 10
1610124747.166465;m3-85;Sending broadcast
1610124747.176245;m3-83;Data received on port 1234 from port 1234 with length 10
1610124747.177169;m3-87;Data received on port 1234 from port 1234 with length 10
1610124747.177391;m3-80;Data received on port 1234 from port 1234 with length 10
1610124747.177676;m3-84;Data received on port 1234 from port 1234 with length 10
1610124747.177856;m3-81;Data received on port 1234 from port 1234 with length 10
1610124747.184031;m3-86;Data received on port 1234 from port 1234 with length 10
1610124747.184454;m3-89;Data received on port 1234 from port 1234 with length 10
1610124747.184737;m3-82;Data received on port 1234 from port 1234 with length 10
1610124747.186593;m3-90;Data received on port 1234 from port 1234 with length 10
1610124747.186902;m3-88;Data received on port 1234 from port 1234 with length 10
1610124747.952264;m3-87;Sending broadcast
1610124747.961423;m3-82;Data received on port 1234 from port 1234 with length 10
1610124747.961843;m3-88;Data received on port 1234 from port 1234 with length 10
1610124747.962131;m3-80;Data received on port 1234 from port 1234 with length 10
1610124747.962436;m3-86;Data received on port 1234 from port 1234 with length 10
1610124747.968638;m3-81;Data received on port 1234 from port 1234 with length 10
1610124747.969005;m3-84;Data received on port 1234 from port 1234 with length 10
1610124747.969636;m3-90;Data received on port 1234 from port 1234 with length 10
1610124747.969866;m3-83;Data received on port 1234 from port 1234 with length 10
1610124747.970116;m3-89;Data received on port 1234 from port 1234 with length 10
1610124748.055152;m3-84;Sending broadcast
1610124748.065308;m3-83;Data received on port 1234 from port 1234 with length 10
1610124748.065710;m3-90;Data received on port 1234 from port 1234 with length 10
1610124748.065915;m3-81;Data received on port 1234 from port 1234 with length 10
1610124748.066171;m3-86;Data received on port 1234 from port 1234 with length 10
1610124748.066471;m3-82;Data received on port 1234 from port 1234 with length 10
1610124748.073317;m3-87;Data received on port 1234 from port 1234 with length 10
1610124748.073626;m3-80;Data received on port 1234 from port 1234 with length 10
1610124748.073868;m3-89;Data received on port 1234 from port 1234 with length 10
1610124748.074146;m3-88;Data received on port 1234 from port 1234 with length 10
1610124748.095450;m3-85;Data received on port 1234 from port 1234 with length 10
1610124748.566543;m3-90;Sending broadcast
1610124748.577303;m3-82;Data received on port 1234 from port 1234 with length 10
1610124748.577707;m3-84;Data received on port 1234 from port 1234 with length 10
1610124748.577913;m3-87;Data received on port 1234 from port 1234 with length 10
1610124748.578090;m3-81;Data received on port 1234 from port 1234 with length 10
1610124748.579709;m3-83;Data received on port 1234 from port 1234 with length 10
1610124748.585815;m3-88;Data received on port 1234 from port 1234 with length 10
1610124748.602531;m3-86;Data received on port 1234 from port 1234 with length 10
1610124748.602838;m3-89;Data received on port 1234 from port 1234 with length 10
1610124749.147006;m3-81;Sending broadcast
1610124749.153859;m3-88;Sending broadcast
1610124749.157982;m3-86;Data received on port 1234 from port 1234 with length 10
1610124749.191039;m3-82;Data received on port 1234 from port 1234 with length 10
1610124749.243999;m3-89;Data received on port 1234 from port 1234 with length 10
1610124749.244788;m3-84;Data received on port 1234 from port 1234 with length 10
1610124749.245002;m3-86;Data received on port 1234 from port 1234 with length 10
1610124749.245261;m3-87;Data received on port 1234 from port 1234 with length 10
1610124749.251766;m3-81;Data received on port 1234 from port 1234 with length 10
1610124749.252164;m3-90;Data received on port 1234 from port 1234 with length 10
1610124749.252446;m3-85;Data received on port 1234 from port 1234 with length 10
1610124749.252707;m3-83;Data received on port 1234 from port 1234 with length 10
1610124749.277712;m3-82;Data received on port 1234 from port 1234 with length 10
1610124751.584604;m3-83;Sending broadcast
1610124751.595824;m3-87;Data received on port 1234 from port 1234 with length 10
1610124751.596602;m3-84;Data received on port 1234 from port 1234 with length 10
1610124751.596827;m3-81;Data received on port 1234 from port 1234 with length 10
1610124751.602565;m3-82;Data received on port 1234 from port 1234 with length 10
1610124751.603101;m3-88;Data received on port 1234 from port 1234 with length 10
1610124751.603953;m3-90;Data received on port 1234 from port 1234 with length 10
1610124751.608877;m3-85;Data received on port 1234 from port 1234 with length 10
1610124751.610891;m3-86;Sending broadcast
1610124751.618860;m3-86;Data received on port 1234 from port 1234 with length 10
1610124751.651006;m3-81;Data received on port 1234 from port 1234 with length 10
1610124751.651843;m3-84;Data received on port 1234 from port 1234 with length 10
1610124751.654590;m3-88;Data received on port 1234 from port 1234 with length 10
1610124751.656554;m3-80;Data received on port 1234 from port 1234 with length 10
1610124751.658239;m3-89;Data received on port 1234 from port 1234 with length 10
1610124751.662051;m3-87;Data received on port 1234 from port 1234 with length 10
1610124751.666550;m3-82;Data received on port 1234 from port 1234 with length 10
1610124751.669252;m3-90;Data received on port 1234 from port 1234 with length 10
1610124751.670112;m3-83;Data received on port 1234 from port 1234 with length 10
1610124751.674245;m3-85;Data received on port 1234 from port 1234 with length 10
1610124752.974917;m3-83;Sending broadcast
1610124752.984960;m3-90;Data received on port 1234 from port 1234 with length 10
1610124752.985326;m3-87;Data received on port 1234 from port 1234 with length 10
1610124752.985527;m3-81;Data received on port 1234 from port 1234 with length 10
1610124752.985742;m3-82;Data received on port 1234 from port 1234 with length 10
1610124752.985990;m3-84;Data received on port 1234 from port 1234 with length 10
1610124752.986157;m3-86;Data received on port 1234 from port 1234 with length 10
1610124752.992091;m3-85;Data received on port 1234 from port 1234 with length 10
1610124752.994215;m3-88;Data received on port 1234 from port 1234 with length 10
1610124753.359102;m3-81;Sending broadcast
1610124753.368562;m3-82;Data received on port 1234 from port 1234 with length 10
1610124753.368959;m3-84;Data received on port 1234 from port 1234 with length 10
1610124753.369243;m3-87;Data received on port 1234 from port 1234 with length 10
1610124753.369505;m3-83;Data received on port 1234 from port 1234 with length 10
1610124753.375141;m3-88;Data received on port 1234 from port 1234 with length 10
1610124753.376046;m3-90;Data received on port 1234 from port 1234 with length 10
1610124753.390534;m3-86;Data received on port 1234 from port 1234 with length 10
1610124753.390913;m3-89;Data received on port 1234 from port 1234 with length 10
1610124753.456579;m3-85;Sending broadcast
1610124753.486756;m3-84;Data received on port 1234 from port 1234 with length 10
1610124753.487062;m3-86;Data received on port 1234 from port 1234 with length 10
1610124753.487257;m3-88;Data received on port 1234 from port 1234 with length 10
1610124753.493480;m3-87;Data received on port 1234 from port 1234 with length 10
1610124753.493878;m3-90;Data received on port 1234 from port 1234 with length 10
1610124753.494100;m3-83;Data received on port 1234 from port 1234 with length 10
1610124753.494278;m3-89;Data received on port 1234 from port 1234 with length 10
1610124753.494683;m3-81;Data received on port 1234 from port 1234 with length 10
1610124753.506731;m3-80;Data received on port 1234 from port 1234 with length 10
1610124755.481580;m3-87;Sending broadcast
1610124755.488810;m3-80;Data received on port 1234 from port 1234 with length 10
1610124755.489713;m3-85;Data received on port 1234 from port 1234 with length 10
1610124755.491801;m3-89;Data received on port 1234 from port 1234 with length 10
1610124755.492200;m3-86;Data received on port 1234 from port 1234 with length 10
1610124755.512062;m3-81;Data received on port 1234 from port 1234 with length 10
1610124755.513980;m3-83;Data received on port 1234 from port 1234 with length 10
1610124755.514444;m3-88;Data received on port 1234 from port 1234 with length 10
1610124755.514735;m3-90;Data received on port 1234 from port 1234 with length 10
1610124755.517585;m3-84;Data received on port 1234 from port 1234 with length 10
1610124756.020528;m3-82;Sending broadcast
1610124756.030744;m3-90;Data received on port 1234 from port 1234 with length 10
1610124756.031114;m3-88;Data received on port 1234 from port 1234 with length 10
1610124756.031390;m3-84;Data received on port 1234 from port 1234 with length 10
1610124756.031574;m3-80;Data received on port 1234 from port 1234 with length 10
1610124756.031741;m3-83;Data received on port 1234 from port 1234 with length 10
1610124756.031984;m3-81;Data received on port 1234 from port 1234 with length 10
1610124756.039863;m3-85;Data received on port 1234 from port 1234 with length 10
1610124756.043806;m3-87;Data received on port 1234 from port 1234 with length 10
1610124756.531870;m3-80;Sending broadcast
1610124756.542127;m3-86;Data received on port 1234 from port 1234 with length 10
1610124756.542562;m3-81;Data received on port 1234 from port 1234 with length 10
1610124756.542847;m3-84;Data received on port 1234 from port 1234 with length 10
1610124756.543032;m3-83;Data received on port 1234 from port 1234 with length 10
1610124756.543282;m3-88;Data received on port 1234 from port 1234 with length 10
1610124756.549550;m3-87;Data received on port 1234 from port 1234 with length 10
1610124756.550984;m3-85;Data received on port 1234 from port 1234 with length 10
1610124756.573789;m3-82;Data received on port 1234 from port 1234 with length 10
1610124757.731559;m3-86;Sending broadcast
1610124757.810031;m3-88;Data received on port 1234 from port 1234 with length 10
1610124757.810487;m3-87;Data received on port 1234 from port 1234 with length 10
1610124757.810785;m3-83;Data received on port 1234 from port 1234 with length 10
1610124757.811551;m3-80;Data received on port 1234 from port 1234 with length 10
1610124757.818259;m3-81;Data received on port 1234 from port 1234 with length 10
1610124757.818893;m3-90;Data received on port 1234 from port 1234 with length 10
1610124757.819191;m3-84;Data received on port 1234 from port 1234 with length 10
1610124757.819375;m3-82;Data received on port 1234 from port 1234 with length 10
1610124757.821255;m3-85;Data received on port 1234 from port 1234 with length 10
1610124757.821564;m3-89;Data received on port 1234 from port 1234 with length 10
1610124758.306675;m3-89;Sending broadcast
1610124758.317250;m3-88;Data received on port 1234 from port 1234 with length 10
1610124758.317690;m3-87;Data received on port 1234 from port 1234 with length 10
1610124758.317907;m3-81;Data received on port 1234 from port 1234 with length 10
1610124758.318169;m3-84;Data received on port 1234 from port 1234 with length 10
1610124758.323867;m3-82;Data received on port 1234 from port 1234 with length 10
1610124758.324265;m3-90;Data received on port 1234 from port 1234 with length 10
1610124758.324474;m3-83;Data received on port 1234 from port 1234 with length 10
1610124758.336753;m3-85;Data received on port 1234 from port 1234 with length 10
1610124758.342553;m3-80;Data received on port 1234 from port 1234 with length 10
1610124759.136908;m3-90;Sending broadcast
1610124759.146503;m3-83;Data received on port 1234 from port 1234 with length 10
1610124759.146872;m3-81;Data received on port 1234 from port 1234 with length 10
1610124759.147073;m3-82;Data received on port 1234 from port 1234 with length 10
1610124759.147323;m3-87;Data received on port 1234 from port 1234 with length 10
1610124759.147563;m3-84;Data received on port 1234 from port 1234 with length 10
1610124759.148891;m3-89;Data received on port 1234 from port 1234 with length 10
1610124759.153676;m3-88;Data received on port 1234 from port 1234 with length 10
1610124759.154052;m3-86;Data received on port 1234 from port 1234 with length 10
1610124759.164646;m3-80;Data received on port 1234 from port 1234 with length 10
1610124759.165070;m3-85;Data received on port 1234 from port 1234 with length 10
1610124760.064160;m3-88;Sending broadcast
1610124760.074987;m3-84;Data received on port 1234 from port 1234 with length 10
1610124760.075359;m3-85;Data received on port 1234 from port 1234 with length 10
1610124760.075560;m3-81;Data received on port 1234 from port 1234 with length 10
