received;node name;timestamp;message id;reception delay
received;m3-130;1610719447037.964;108;101.496337890625
received;m3-130;1610719447113.385;109;175.960205078125
received;m3-130;1610719447183.916;110;246.326171875
received;m3-130;1610719447253.459;111;314.925048828125
received;m3-130;1610719447324.875;112;385.5419921875
received;m3-130;1610719447399.7231;113;460.195068359375
received;m3-130;1610719447476.913;114;536.0380859375
received;m3-130;1610719447548.148;157;328.518798828125
received;m3-130;1610719447620.006;158;388.5732421875
received;m3-130;1610719447694.176;159;473.8779296875
received;m3-130;1610719447766.0151;160;545.68115234375
received;m3-130;1610719447840.6628;161;619.119873046875
received;m3-130;1610719447913.759;162;689.868896484375
received;m3-130;1610719447983.8901;163;759.9521484375
received;m3-130;1610719448135.153;177;904.860107421875
received;m3-130;1610719448276.242;179;1044.65283203125
received;m3-130;1610719448348.236;180;1115.402099609375
received;m3-130;1610719448424.216;181;1191.343017578125
received;m3-130;1610719448496.871;182;1263.964111328125
received;m3-130;1610719448568.785;175;1338.530029296875
received;m3-130;1610719448645.214;176;1402.80322265625
received;m3-130;1610719448714.102;177;1483.80908203125
received;m3-130;1610719448789.9421;178;1558.39208984375
received;m3-130;1610719448859.467;179;1627.8779296875
received;m3-130;1610719448930.876;180;1698.0419921875
received;m3-130;1610719449008.413;181;1775.5400390625
received;m3-130;1610719449123.669;118;2089.777099609375
received;m3-130;1610719449193.5679;119;2159.607666015625
received;m3-130;1610719449267.129;120;2232.31591796875
received;m3-130;1610719449413.2979;122;2378.310791015625
received;m3-130;1610719449483.24;123;2446.39404296875
received;m3-130;1610719449597.7148;187;2360.949951171875
received;m3-130;1610719449673.503;188;2435.509033203125
received;m3-130;1610719449740.8708;189;2502.8388671875
received;m3-130;1610719449815.98;190;2577.911865234375
received;m3-130;1610719449886.0322;191;2646.83935546875
received;m3-130;1610719449961.281;192;2262.716064453125
received;m3-130;1610719450069.684;179;2838.094970703125
received;m3-130;1610719450148.8308;180;2915.996826171875
received;m3-130;1610719450269.5251;181;3036.652099609375
received;m3-130;1610719450290.648;182;3057.740966796875
received;m3-130;1610719450366.205;183;3132.0390625
received;m3-130;1610719450435.647;184;3200.137939453125
received;m3-130;1610719451024.932;390;1743.374755859375
received;m3-130;1610719451098.467;127;3978.680908203125
received;m3-130;1610719451170.308;128;4050.442138671875
received;m3-130;1610719451244.097;129;4123.322021484375
received;m3-130;1610719451314.728;130;4193.860107421875
received;m3-130;1610719451388.9712;131;4268.028076171875
received;m3-130;1610719451464.191;132;4362.505859375
received;m3-130;1610719451538.29;102;4605.51513671875
received;m3-130;1610719451609.728;103;4676.7880859375
received;m3-130;1610719451682.16;104;4748.419921875
received;m3-130;1610719451827.9531;106;4892.625
received;m3-130;1610719451900.572;107;4965.050048828125
received;m3-130;1610719452050.448;151;4834.1240234375
received;m3-130;1610719452127.386;152;4911.02587890625
received;m3-130;1610719452196.285;153;4978.581787109375
