transmitted;node name;timestamp;message id;transmission success
transmitted;m3-80;1610706903360.514;432515;33
transmitted;m3-80;1610707591222.613;501301;31
transmitted;m3-80;1610707944055.151;536584;31
transmitted;m3-83;1610703205478.242;62738;30
transmitted;m3-83;1610703760720.822;118262;26
transmitted;m3-83;1610704125530.623;154743;31
transmitted;m3-83;1610704693533.246;211543;29
transmitted;m3-83;1610705000714.049;242261;31
transmitted;m3-83;1610705559145.549;298104;34
transmitted;m3-83;1610705968807.6428;339070;28
transmitted;m3-83;1610706736312.232;415820;29
transmitted;m3-83;1610707179854.0151;460174;40
transmitted;m3-83;1610707410623.865;483251;22
transmitted;m3-69;1610703320992.485;74282;44
transmitted;m3-69;1610703551202.9941;97303;40
transmitted;m3-69;1610704465777.633;188760;33
transmitted;m3-69;1610704517504.73;193933;41
transmitted;m3-69;1610705143877.866;256570;44
transmitted;m3-69;1610705494626.359;291645;32
transmitted;m3-69;1610706291808.4978;371363;30
transmitted;m3-69;1610706756089.8792;417791;37
transmitted;m3-69;1610707168040.4001;458986;32
transmitted;m3-69;1610707695522.961;511734;27
transmitted;m3-69;1610707914591.725;533641;38
transmitted;m3-63;1610703509005.2332;93093;45
transmitted;m3-63;1610703758476.403;118040;38
transmitted;m3-63;1610704301248.286;172317;34
transmitted;m3-63;1610704967058.759;238898;39
transmitted;m3-63;1610705293460.337;271538;50
transmitted;m3-63;1610705906541.7769;332846;49
transmitted;m3-63;1610706081162.567;350308;43
transmitted;m3-63;1610706766585.541;418850;41
transmitted;m3-63;1610707034048.451;445596;48
transmitted;m3-63;1610707512666.242;493458;43
transmitted;m3-60;1610703151332.5652;57321;42
transmitted;m3-60;1610703577013.666;99889;41
transmitted;m3-60;1610704377525.881;179940;36
transmitted;m3-60;1610704940499.839;236237;34
transmitted;m3-60;1610705225750.156;264762;32
transmitted;m3-60;1610705698851.833;312072;25
transmitted;m3-60;1610705992783.101;341465;42
transmitted;m3-60;1610706560386.985;398225;31
transmitted;m3-60;1610706911918.456;433378;41
transmitted;m3-60;1610707806062.6372;522792;39
transmitted;m3-61;1610703485630.833;90778;42
transmitted;m3-61;1610703851692.82;127384;33
transmitted;m3-61;1610704275201.683;169735;25
transmitted;m3-61;1610704761323.018;218347;34
transmitted;m3-61;1610705366764.2888;278891;36
transmitted;m3-61;1610705619184.084;304133;41
transmitted;m3-61;1610706135155.9292;355730;43
transmitted;m3-61;1610706456736.013;387888;39
transmitted;m3-61;1610707369967.5752;479211;40
transmitted;m3-61;1610707544498.1401;496664;44
transmitted;m3-66;1610703513643.798;93552;33
transmitted;m3-66;1610703896564.6401;131844;37
transmitted;m3-66;1610704357527.3198;177940;37
transmitted;m3-66;1610704520477.405;194235;38
transmitted;m3-66;1610705024311.6208;244618;50
transmitted;m3-66;1610705483923.327;290579;39
transmitted;m3-66;1610706263596.492;368546;47
transmitted;m3-66;1610706730238.857;415210;34
transmitted;m3-66;1610707282231.308;470409;41
transmitted;m3-66;1610707388512.099;481037;40
transmitted;m3-66;1610707871606.127;529346;29
transmitted;m3-67;1610703355327.3252;77725;49
transmitted;m3-67;1610703856199.7148;127812;40
transmitted;m3-67;1610704138109.3718;156003;43
transmitted;m3-67;1610704542060.228;196398;52
transmitted;m3-67;1610705111193.458;253311;38
transmitted;m3-67;1610705734644.441;315656;39
transmitted;m3-67;1610706054024.812;347594;50
transmitted;m3-67;1610706552266.751;397418;46
transmitted;m3-67;1610707346610.082;476852;44
transmitted;m3-67;1610707508129.404;493004;38
transmitted;m3-67;1610707875924.1272;529783;38
transmitted;m3-64;1610703482778.261;90458;37
transmitted;m3-64;1610703617941.5122;103974;39
transmitted;m3-64;1610704143172.6938;156497;40
transmitted;m3-64;1610704876334.737;229813;35
transmitted;m3-64;1610705318956.35;274075;46
transmitted;m3-64;1610705672007.719;309380;53
transmitted;m3-64;1610706288670.053;371046;44
transmitted;m3-64;1610706520190.862;394198;29
transmitted;m3-64;1610707010255.0261;443204;33
transmitted;m3-64;1610707703186.258;512497;40
transmitted;m3-64;1610707925399.1448;534718;27
transmitted;m3-65;1610703429457.449;85128;42
transmitted;m3-65;1610703955959.416;137778;35
transmitted;m3-65;1610704290369.728;171219;31
transmitted;m3-65;1610704943122.4739;236494;38
transmitted;m3-65;1610705050203.9832;247202;24
transmitted;m3-65;1610705523854.374;294567;41
transmitted;m3-65;1610706267877.2239;368969;27
transmitted;m3-65;1610706486608.027;390842;43
transmitted;m3-65;1610707129591.938;455140;41
transmitted;m3-65;1610707408422.184;483023;42
transmitted;m3-65;1610707961875.937;538368;35
transmitted;m3-55;1610703083708.072;50555;45
transmitted;m3-55;1610703746580.2258;116842;43
transmitted;m3-55;1610704278728.827;170057;29
transmitted;m3-55;1610704624301.11;204614;42
transmitted;m3-55;1610705399608.6472;282145;36
transmitted;m3-55;1610705498111.0798;291995;31
transmitted;m3-55;1610706007539.53;342938;32
transmitted;m3-55;1610706858740.2598;428058;31
transmitted;m3-55;1610707249079.771;467092;40
transmitted;m3-55;1610707771864.5388;519370;43
transmitted;m3-52;1610703526840.875;94867;48
transmitted;m3-52;1610703569801.868;99163;36
transmitted;m3-52;1610704225114.073;164694;43
transmitted;m3-52;1610704622363.92;204419;36
transmitted;m3-52;1610705154925.008;257675;38
transmitted;m3-52;1610705612743.8372;303457;40
transmitted;m3-52;1610706347256.841;376908;49
transmitted;m3-52;1610706779105.867;420093;29
transmitted;m3-52;1610707320378.164;474220;35
transmitted;m3-52;1610707401145.743;482297;43
transmitted;m3-59;1610703468326.7268;89019;37
transmitted;m3-59;1610703785648.552;120751;30
transmitted;m3-59;1610704158792.0898;158065;36
transmitted;m3-59;1610704961255.371;238311;37
transmitted;m3-59;1610705105486.298;252734;28
transmitted;m3-59;1610705516100.1848;293795;37
transmitted;m3-59;1610706075973.391;349782;46
transmitted;m3-59;1610706680244.714;410209;25
transmitted;m3-59;1610707374529.205;479637;34
transmitted;m3-59;1610707548719.392;497056;38
transmitted;m3-47;1610703994870.529;72889;43
transmitted;m3-47;1610704258298.979;99232;25
transmitted;m3-47;1610704846413.076;158043;39
transmitted;m3-47;1610705299213.633;203323;39
transmitted;m3-47;1610705762142.8071;249616;37
transmitted;m3-47;1610706381704.499;311572;36
transmitted;m3-47;1610706908995.656;364301;45
transmitted;m3-47;1610707176956.389;391097;23
transmitted;m3-47;1610707919688.579;465370;47
transmitted;m3-48;1610703449948.811;87178;46
transmitted;m3-48;1610703935882.0989;135771;36
transmitted;m3-48;1610704124963.236;154679;44
transmitted;m3-48;1610704710686.866;213251;48
transmitted;m3-48;1610705023039.6099;244486;38
transmitted;m3-48;1610705683564.9;310538;39
transmitted;m3-48;1610706120418.3582;354223;32
transmitted;m3-48;1610706713481.951;413529;37
transmitted;m3-48;1610707045095.9111;446690;35
transmitted;m3-48;1610707590759.823;501256;39
transmitted;m3-48;1610707952550.632;537435;44
transmitted;m3-49;1610703176656.036;59840;42
transmitted;m3-49;1610703588590.04;101033;28
transmitted;m3-49;1610704030551.568;145229;35
transmitted;m3-49;1610704750313.242;217205;41
transmitted;m3-49;1610705068064.002;248980;42
transmitted;m3-49;1610705787178.821;320891;50
transmitted;m3-49;1610706009098.651;343083;26
transmitted;m3-49;1610706535310.008;395704;35
transmitted;m3-49;1610707377155.0159;479888;39
transmitted;m3-49;1610707381984.521;480371;38
transmitted;m3-78;1610703058900.544;48084;25
transmitted;m3-78;1610703732123.3389;115406;36
transmitted;m3-78;1610704186244.7769;160818;40
transmitted;m3-78;1610704650036.4028;207197;35
transmitted;m3-78;1610705453599.702;287553;31
transmitted;m3-78;1610705493319.8818;291525;36
transmitted;m3-78;1610706286922.759;370885;26
transmitted;m3-78;1610706624385.9219;404631;35
transmitted;m3-78;1610707076887.531;449881;34
transmitted;m3-78;1610707615009.811;503693;32
transmitted;m3-71;1610703277365.8718;69910;22
transmitted;m3-71;1610703790516.917;121225;38
transmitted;m3-71;1610704222319.095;164405;28
transmitted;m3-71;1610704793639.73;221537;42
transmitted;m3-71;1610705202180.273;262391;36
transmitted;m3-71;1610705616801.506;303853;26
transmitted;m3-71;1610705952502.381;337423;44
transmitted;m3-71;1610706776484.038;419821;46
transmitted;m3-71;1610707150567.6301;457229;35
transmitted;m3-71;1610707494278.079;491600;40
transmitted;m3-71;1610707886277.019;530800;50
transmitted;m3-70;1610703086479.26;50836;50
transmitted;m3-70;1610703590299.325;101218;28
transmitted;m3-70;1610704086141.301;150802;40
transmitted;m3-70;1610704697582.196;211946;33
transmitted;m3-70;1610705033871.741;245575;44
transmitted;m3-70;1610705498313.245;292019;47
transmitted;m3-70;1610706318343.366;374022;46
transmitted;m3-70;1610706862515.485;428439;50
transmitted;m3-70;1610706923285.464;434516;19
transmitted;m3-70;1610707450786.198;487266;30
transmitted;m3-70;1610707926986.817;534886;47
transmitted;m3-73;1610703383368.888;80525;48
transmitted;m3-73;1610703861349.811;128323;54
transmitted;m3-73;1610704058140.75;148002;50
transmitted;m3-73;1610704930974.0852;235285;44
transmitted;m3-73;1610705010634.012;243251;53
transmitted;m3-73;1610705527963.344;294984;49
transmitted;m3-73;1610706101284.97;352316;49
transmitted;m3-73;1610706882246.0261;430412;40
transmitted;m3-73;1610707267596.642;468947;52
transmitted;m3-73;1610707562559.246;498443;39
transmitted;m3-72;1610703361031.7249;78281;31
transmitted;m3-72;1610703579852.668;100163;30
transmitted;m3-72;1610704074333.2332;149611;45
transmitted;m3-72;1610704593723.5488;201550;44
transmitted;m3-72;1610704993612.647;241539;41
transmitted;m3-72;1610705489132.641;291091;41
transmitted;m3-72;1610706333913.221;375569;42
transmitted;m3-72;1610706690434.671;411221;41
transmitted;m3-72;1610707063012.969;448479;38
transmitted;m3-72;1610707430562.905;485234;43
transmitted;m3-75;1610703313729.0671;73566;34
transmitted;m3-75;1610703877811.974;129974;31
transmitted;m3-75;1610704235973.469;165790;21
transmitted;m3-75;1610704705304.844;212723;39
transmitted;m3-75;1610705226446.5898;264837;31
transmitted;m3-75;1610705496029.4321;291795;27
transmitted;m3-75;1610706371361.913;379328;36
transmitted;m3-75;1610706607085.009;402900;29
transmitted;m3-75;1610707114554.857;453647;27
transmitted;m3-75;1610707856807.405;527872;41
transmitted;m3-75;1610707956147.762;537806;41
transmitted;m3-86;1610703463704.215;88562;22
transmitted;m3-86;1610703548965.55;97088;30
transmitted;m3-86;1610704118301.064;154021;36
transmitted;m3-86;1610704923783.556;234569;39
transmitted;m3-86;1610705017085.605;243899;27
transmitted;m3-86;1610705621919.043;304382;31
transmitted;m3-86;1610705978499.424;340040;23
transmitted;m3-86;1610706694443.332;411634;24
transmitted;m3-86;1610707234217.211;465611;32
transmitted;m3-86;1610707628718.98;505061;23
transmitted;m3-86;1610707964942.7842;538683;20
transmitted;m3-81;1610703532617.0051;95435;37
transmitted;m3-81;1610703662607.878;108434;42
transmitted;m3-81;1610704279850.096;170158;29
transmitted;m3-81;1610704830540.608;225227;33
transmitted;m3-81;1610705285351.032;270708;42
transmitted;m3-81;1610705572621.116;299435;33
transmitted;m3-81;1610706333003.686;375473;43
transmitted;m3-81;1610706572852.179;399458;43
transmitted;m3-81;1610706940892.7568;436262;36
transmitted;m3-81;1610707410023.524;483175;36
transmitted;m3-81;1610707927955.2368;534968;25
transmitted;m3-82;1610703135061.981;55692;33
transmitted;m3-82;1610703564482.443;98634;35
transmitted;m3-82;1610704434517.7988;185637;37
transmitted;m3-82;1610704950169.2988;237202;43
transmitted;m3-82;1610705067459.1511;248931;27
transmitted;m3-82;1610705766113.549;318796;26
transmitted;m3-82;1610706065383.666;348723;33
transmitted;m3-82;1610706437206.479;385905;34
transmitted;m3-82;1610706971008.344;439285;34
transmitted;m3-82;1610707545991.3098;496783;40
transmitted;m3-68;1610703212438.554;63435;35
transmitted;m3-68;1610703666192.065;108810;40
transmitted;m3-68;1610704171764.297;159367;37
transmitted;m3-68;1610704922799.8928;234470;41
transmitted;m3-68;1610705162510.262;258441;41
transmitted;m3-68;1610705494312.219;291621;43
transmitted;m3-68;1610706231888.2761;365378;35
transmitted;m3-68;1610706475538.0881;389743;41
transmitted;m3-68;1610707318602.856;474049;37
transmitted;m3-68;1610707394644.1108;481653;34
transmitted;m3-62;1610703190270.994;61216;34
transmitted;m3-62;1610703761339.544;118323;44
transmitted;m3-62;1610704317751.2642;173964;45
transmitted;m3-62;1610704660899.096;208279;31
transmitted;m3-62;1610705140840.414;256273;30
transmitted;m3-62;1610705630058.499;305195;32
transmitted;m3-62;1610706047658.488;346955;36
transmitted;m3-62;1610706697596.683;411949;30
transmitted;m3-62;1610707096807.2961;451870;30
transmitted;m3-62;1610707577855.0342;499975;29
transmitted;m3-56;1610703105963.797;52788;38
transmitted;m3-56;1610703655016.1108;107693;25
transmitted;m3-56;1610704198278.034;162019;38
transmitted;m3-56;1610704501608.915;192352;39
transmitted;m3-56;1610705180742.379;260265;40
transmitted;m3-56;1610705835123.479;325703;38
transmitted;m3-56;1610706123155.09;354506;37
transmitted;m3-56;1610706843115.567;426502;18
transmitted;m3-56;1610706916656.945;433856;24
transmitted;m3-56;1610707547029.458;496893;37
transmitted;m3-53;1610703251752.716;67364;35
transmitted;m3-53;1610703853543.333;127543;38
transmitted;m3-53;1610704308654.845;173054;32
transmitted;m3-53;1610704513833.164;193572;34
transmitted;m3-53;1610705092694.8809;251458;37
transmitted;m3-53;1610705834296.18;325618;47
transmitted;m3-53;1610706011057.333;343294;46
transmitted;m3-53;1610706496740.543;391862;42
transmitted;m3-53;1610707237000.294;465888;40
transmitted;m3-53;1610707393150.259;481503;29
transmitted;m3-51;1610703088896.6821;51077;39
transmitted;m3-51;1610703677249.433;109912;27
transmitted;m3-51;1610704124221.132;154609;34
transmitted;m3-51;1610704864410.385;228628;30
transmitted;m3-51;1610705352751.081;277462;50
transmitted;m3-51;1610705684642.38;310651;37
transmitted;m3-51;1610706094392.23;351626;33
transmitted;m3-51;1610706491112.284;391298;44
transmitted;m3-51;1610707250885.605;467275;36
transmitted;m3-51;1610707715604.63;513747;39
transmitted;m3-51;1610707916163.95;533803;28
transmitted;m3-21;1610703261486.228;68338;29
transmitted;m3-21;1610703621967.129;104386;31
transmitted;m3-21;1610704274620.4841;169651;24
transmitted;m3-21;1610704829610.046;225150;24
transmitted;m3-21;1610705186162.374;260805;25
transmitted;m3-21;1610705908752.3242;333064;28
transmitted;m3-21;1610705938422.3052;336031;24
transmitted;m3-21;1610706470323.7031;389221;23
transmitted;m3-21;1610707244905.404;466679;23
transmitted;m3-21;1610707609927.147;503181;28
transmitted;m3-21;1610707890446.073;531233;30
transmitted;m3-14;1610703238431.866;66028;35
transmitted;m3-14;1610703685554.573;110740;33
transmitted;m3-14;1610704186707.52;160855;33
transmitted;m3-14;1610704699781.509;212162;34
transmitted;m3-14;1610705252411.5332;267425;35
transmitted;m3-14;1610705817494.499;323933;41
transmitted;m3-14;1610706241968.3708;366380;36
transmitted;m3-14;1610706552807.639;397464;38
transmitted;m3-14;1610706997090.8;441892;31
transmitted;m3-14;1610707443482.001;486531;39
transmitted;m3-57;1610703146715.5571;56863;41
transmitted;m3-57;1610703676806.521;109872;50
transmitted;m3-57;1610704340078.376;176199;41
transmitted;m3-57;1610704878660.8801;230057;42
transmitted;m3-57;1610705069799.8372;249171;43
transmitted;m3-57;1610705825633.6318;324754;45
transmitted;m3-57;1610706344754.321;376666;51
transmitted;m3-57;1610706529753.51;395166;43
transmitted;m3-57;1610707283404.5452;470531;41
transmitted;m3-57;1610707425256.349;484716;52
transmitted;m3-12;1610703516545.9448;93834;19
transmitted;m3-12;1610703545825.529;96762;15
transmitted;m3-12;1610704434699.004;185649;25
transmitted;m3-12;1610704534209.506;195600;22
transmitted;m3-12;1610705390593.2478;281238;20
transmitted;m3-12;1610705512763.194;293455;24
transmitted;m3-12;1610706365816.404;378760;15
transmitted;m3-12;1610706470237.536;389202;19
transmitted;m3-12;1610707142351.0698;456413;24
transmitted;m3-12;1610707826622.142;524840;27
transmitted;m3-15;1610703161789.438;58358;39
transmitted;m3-15;1610703680191.994;110198;42
transmitted;m3-15;1610704423872.693;184566;37
transmitted;m3-15;1610704890274.379;231206;40
transmitted;m3-15;1610705081006.5999;250279;30
transmitted;m3-15;1610705488658.033;291044;38
transmitted;m3-15;1610706275800.722;369758;24
transmitted;m3-15;1610706523529.633;394531;31
transmitted;m3-15;1610707077321.393;449910;29
transmitted;m3-15;1610707852963.647;527474;40
transmitted;m3-18;1610703160732.8032;58258;32
transmitted;m3-18;1610703557835.2;97968;30
transmitted;m3-18;1610704167969.2522;158981;33
transmitted;m3-18;1610704778572.135;220041;28
transmitted;m3-18;1610705107015.001;252885;31
transmitted;m3-18;1610705716327.944;313816;33
transmitted;m3-18;1610706104950.6619;352678;17
transmitted;m3-18;1610706851426.562;427325;24
transmitted;m3-18;1610707167188.911;458901;32
transmitted;m3-18;1610707512029.4458;493385;22
transmitted;m3-13;1610703211850.659;63370;46
transmitted;m3-13;1610703542841.263;96469;36
transmitted;m3-13;1610704401254.9119;182310;45
transmitted;m3-13;1610704597155.3162;201900;37
transmitted;m3-13;1610705019619.009;244146;36
transmitted;m3-13;1610705763142.432;318498;21
transmitted;m3-13;1610706135532.9102;355737;45
transmitted;m3-13;1610706788977.407;421081;48
transmitted;m3-13;1610707282239.374;470407;44
transmitted;m3-13;1610707395648.8271;481748;33
transmitted;m3-112;1610703202031.296;62401;7
transmitted;m3-112;1610703787264.039;120924;6
transmitted;m3-112;1610704168415.972;159039;8
transmitted;m3-112;1610704647974.467;206995;3
transmitted;m3-112;1610705187426.647;260940;5
transmitted;m3-112;1610705624667.722;304664;11
transmitted;m3-112;1610706184528.095;360650;12
transmitted;m3-112;1610706545969.373;396794;6
transmitted;m3-112;1610707016130.1128;443810;8
transmitted;m3-112;1610707610683.24;503265;9
transmitted;m3-22;1610703357243.155;77904;26
transmitted;m3-22;1610703676275.975;109807;27
transmitted;m3-22;1610704113606.945;153540;30
transmitted;m3-22;1610704708786.791;213058;25
transmitted;m3-22;1610705054730.085;247652;27
transmitted;m3-22;1610705801221.411;322301;28
transmitted;m3-22;1610706019139.933;344093;25
transmitted;m3-22;1610706545171.814;396696;27
transmitted;m3-22;1610707065184.54;448697;28
transmitted;m3-22;1610707630883.772;505267;29
transmitted;m3-22;1610707874576.8372;529636;26
transmitted;m3-125;1610703129820.246;55165;25
transmitted;m3-125;1610703609470.122;103130;25
transmitted;m3-125;1610704243839.146;166567;16
transmitted;m3-125;1610704873888.549;229572;24
transmitted;m3-125;1610705444328.65;286616;13
transmitted;m3-125;1610705608847.718;303068;25
transmitted;m3-125;1610706192907.856;361474;26
transmitted;m3-125;1610706511886.904;393372;19
transmitted;m3-125;1610707149355.608;457119;17
transmitted;m3-125;1610707400587.187;482242;27
transmitted;m3-26;1610703060918.456;48278;22
transmitted;m3-26;1610703874461.535;129632;23
transmitted;m3-26;1610704326413.531;174827;26
transmitted;m3-26;1610704526235.542;194809;25
transmitted;m3-26;1610705409350.455;283120;23
transmitted;m3-26;1610705898351.333;332020;27
transmitted;m3-26;1610706067833.7769;348968;16
transmitted;m3-26;1610706591714.205;401356;15
transmitted;m3-26;1610707051096.801;447294;21
transmitted;m3-26;1610707495259.49;491710;23
transmitted;m3-45;1610703517122.25;93895;26
transmitted;m3-45;1610703557939.937;97977;27
transmitted;m3-45;1610704093674.627;151550;18
transmitted;m3-45;1610704608775.5562;203060;21
transmitted;m3-45;1610705300208.94;272203;25
transmitted;m3-45;1610705878151.713;329997;11
transmitted;m3-45;1610706307173.126;372899;24
transmitted;m3-45;1610706801316.318;422313;11
transmitted;m3-45;1610707026206.969;444802;16
transmitted;m3-45;1610707559129.2368;498094;3
transmitted;m3-45;1610707941662.0432;536347;18
transmitted;m3-34;1610703342118.266;76396;11
transmitted;m3-34;1610703635738.099;105758;22
transmitted;m3-34;1610704049290.8462;147113;23
transmitted;m3-34;1610704738040.721;215988;20
transmitted;m3-34;1610704996642.232;241848;22
transmitted;m3-34;1610705629503.295;305134;19
transmitted;m3-34;1610706093774.567;351561;22
transmitted;m3-34;1610706812818.5361;423465;25
transmitted;m3-34;1610707280428.076;470226;26
transmitted;m3-34;1610707479440.371;490127;18
transmitted;m3-27;1610703537691.298;95952;25
transmitted;m3-27;1610703544661.746;96649;24
transmitted;m3-27;1610704218764.461;164059;26
transmitted;m3-27;1610704746296.277;216812;25
transmitted;m3-27;1610705299519.312;272134;27
transmitted;m3-27;1610705729281.911;315110;20
transmitted;m3-27;1610706230845.16;365266;21
transmitted;m3-27;1610706589624.423;401144;32
transmitted;m3-27;1610706996367.082;441818;23
transmitted;m3-27;1610707582789.279;500460;22
transmitted;m3-44;1610703361635.235;78373;23
transmitted;m3-44;1610703925757.504;134785;22
transmitted;m3-44;1610704044536.029;146663;20
transmitted;m3-44;1610704679138.5159;210123;6
transmitted;m3-44;1610705121919.485;254401;23
transmitted;m3-44;1610705916274.068;333836;18
transmitted;m3-44;1610706089282.712;351137;24
transmitted;m3-44;1610706640785.281;406287;18
transmitted;m3-44;1610707050946.117;447303;20
transmitted;m3-44;1610707531067.52;495315;19
transmitted;m3-37;1610703317086.8289;73911;21
transmitted;m3-37;1610703983606.466;140563;14
transmitted;m3-37;1610704175808.656;159783;12
transmitted;m3-37;1610704532867.667;195489;14
transmitted;m3-37;1610705170610.7;259263;18
transmitted;m3-37;1610705792021.847;321404;14
transmitted;m3-37;1610706155782.5461;357780;12
transmitted;m3-37;1610706600140.931;402216;22
transmitted;m3-37;1610707034042.739;445606;19
transmitted;m3-37;1610707440873.6218;486289;18
transmitted;m3-37;1610707936334.2332;535835;17
transmitted;m3-28;1610703209049.3318;63089;28
transmitted;m3-28;1610703960382.354;138222;31
transmitted;m3-28;1610704065622.333;148746;27
transmitted;m3-28;1610704595064.421;201690;25
transmitted;m3-28;1610705446397.277;286823;30
transmitted;m3-28;1610705488796.101;291063;26
transmitted;m3-28;1610706031190.489;345302;23
transmitted;m3-28;1610706559600.3052;398143;28
transmitted;m3-28;1610706911811.228;433364;17
transmitted;m3-28;1610707499614.734;492144;24
transmitted;m3-5;1610703081538.399;50334;15
transmitted;m3-5;1610703552841.516;97464;13
transmitted;m3-5;1610704427323.113;184912;16
transmitted;m3-5;1610704858744.639;228054;16
transmitted;m3-5;1610705139656.641;256145;12
transmitted;m3-5;1610705508937.444;293073;15
transmitted;m3-5;1610706383400.883;380519;16
transmitted;m3-5;1610706598139.063;401993;19
transmitted;m3-5;1610706922383.028;434417;14
transmitted;m3-5;1610707378413.7102;480020;15
transmitted;m3-3;1610703450745.955;87271;19
transmitted;m3-3;1610703970867.159;139283;24
transmitted;m3-3;1610704357289.803;177925;24
transmitted;m3-3;1610704693159.392;211512;24
transmitted;m3-3;1610705179501.522;260146;18
transmitted;m3-3;1610705494502.909;291646;18
transmitted;m3-3;1610706199755.833;362171;21
transmitted;m3-3;1610706788559.884;421051;23
transmitted;m3-3;1610707188070.8872;461002;23
transmitted;m3-3;1610707417380.4;483933;21
transmitted;m3-3;1610707937463.554;535941;20
transmitted;m3-29;1610703307327.85;72908;11
transmitted;m3-29;1610703906610.473;132836;22
transmitted;m3-29;1610704157211.2988;157896;29
transmitted;m3-29;1610704679313.145;210106;12
transmitted;m3-29;1610705443097.82;286484;15
transmitted;m3-29;1610705664056.155;308580;23
transmitted;m3-29;1610706098487.791;352023;25
transmitted;m3-29;1610706700300.519;412204;25
transmitted;m3-29;1610707351103.67;477284;25
transmitted;m3-29;1610707455574.383;487731;18
transmitted;m3-29;1610707887925.9329;530966;16
transmitted;m3-126;1610703130386.959;55225;8
transmitted;m3-126;1610703821999.93;124386;8
transmitted;m3-126;1610704387512.5972;180937;21
transmitted;m3-126;1610704853592.2598;227545;14
transmitted;m3-126;1610705249064.1921;267092;11
transmitted;m3-126;1610705879397.0;330125;15
transmitted;m3-126;1610706074727.597;349658;25
transmitted;m3-126;1610706790548.0608;421240;21
transmitted;m3-126;1610707146940.268;456879;21
transmitted;m3-126;1610707577040.515;499889;18
transmitted;m3-126;1610707947841.604;536969;20
transmitted;m3-35;1610703288072.0872;71004;16
transmitted;m3-35;1610703786323.3298;120829;20
transmitted;m3-35;1610704422815.677;184478;26
transmitted;m3-35;1610704607125.686;202909;24
transmitted;m3-35;1610705083567.497;250553;19
transmitted;m3-35;1610705614009.345;303597;19
transmitted;m3-35;1610706372011.342;379397;25
transmitted;m3-35;1610706460463.629;388242;9
transmitted;m3-35;1610707276264.323;469822;19
transmitted;m3-35;1610707745315.98;516727;28
transmitted;m3-23;1610703208965.219;63100;21
transmitted;m3-23;1610703876765.364;129880;18
transmitted;m3-23;1610704097985.2942;152002;19
transmitted;m3-23;1610704582566.325;200460;22
transmitted;m3-23;1610705041026.5068;246306;25
transmitted;m3-23;1610705761936.881;318397;19
transmitted;m3-23;1610706139500.33;356153;13
transmitted;m3-23;1610706425199.0261;384723;8
transmitted;m3-23;1610706932358.116;435439;20
transmitted;m3-23;1610707755770.251;517780;15
transmitted;m3-33;1610703129639.376;55144;21
transmitted;m3-33;1610703562271.799;98407;22
transmitted;m3-33;1610704105852.724;152765;20
transmitted;m3-33;1610704718742.285;214054;24
transmitted;m3-33;1610705311435.164;273323;27
transmitted;m3-33;1610705856076.248;327787;20
transmitted;m3-33;1610706341347.6912;376314;23
transmitted;m3-33;1610706485986.378;390778;31
transmitted;m3-33;1610707283338.845;470513;19
transmitted;m3-33;1610707395169.2158;481696;22
transmitted;m3-40;1610703126625.8909;54849;24
